Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.033.050;LEDS/FERRAMENTA               ;     0,00;    29,000;        0,00;       250,91;       477,51;       477,51;       226,60
10.033.051;LEDS/ILUMINACAO               ;     0,00;    36,000;        0,00;       294,11;       689,34;       689,34;       395,23
10.033.052;LEDS/LED                      ;     0,00;    60,000;        0,00;       721,03;     1.853,67;     1.853,67;     1.132,64
Classif:10.033;LEDS                ;     0,00;   129,000;        0,00;     1.286,24;     3.059,48;     3.059,48;     1.773,24
10.037.   ;NATAL                         ;     0,00;     1,000;        0,00;        18,88;        35,99;        35,99;        17,11
Classif:10.037;NATAL               ;     0,00;     1,000;        0,00;        18,88;        35,99;        35,99;        17,11
10.040.   ;PAPELARIA                     ;     0,00;     4,000;        0,00;         8,63;        16,46;        16,46;         7,83
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     6,000;        0,00;        15,06;        32,74;        32,74;        17,68
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   801,290;        0,00;     2.941,32;     6.455,15;     6.455,15;     3.513,83
Classif:10.040;PAPELARIA           ;     0,00;   811,290;        0,00;     2.965,01;     6.504,35;     6.504,35;     3.539,34
10.049.061;UTENSILIOS/ARAMADOS           ;     0,00;     2,000;        0,00;         7,44;        13,98;        13,98;         6,54
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    65,000;        0,00;     1.020,57;     1.807,15;     1.807,15;       786,58
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   239,000;        0,00;     1.089,54;     2.111,96;     2.111,96;     1.022,42
Classif:10.049;UTENSILIOS          ;     0,00;   306,000;        0,00;     2.117,55;     3.933,09;     3.933,09;     1.815,54
10.050.   ;UTILIDADES                    ;     0,00;     2,000;        0,00;        17,96;        38,98;        38,98;        21,02
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    21,000;        0,00;       125,19;       261,29;       261,29;       136,10
10.050.066;UTILIDADES/FILTROS            ;     0,00;     2,000;        0,00;        92,50;       159,98;       159,98;        67,48
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;    12,000;        0,00;       241,31;       340,13;       340,13;        98,82
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   252,000;        0,00;     1.849,82;     3.503,61;     3.503,61;     1.653,79
Classif:10.050;UTILIDADES          ;     0,00;   289,000;        0,00;     2.326,78;     4.303,99;     4.303,99;     1.977,21
10.051.   ;VARIEDADES                    ;     0,00;    13,000;        0,00;       142,98;        43,87;        43,87;       -99,11
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    43,000;        0,00;       354,25;       655,07;       655,07;       300,82
10.051.070;VARIEDADES/VIDROS             ;     0,00;   200,000;        0,00;     2.014,75;     3.446,82;     3.446,82;     1.432,07
Classif:10.051;VARIEDADES          ;     0,00;   256,000;        0,00;     2.511,98;     4.145,76;     4.145,76;     1.633,78
10.053.001;PET/PET                       ;     0,00;    10,000;        0,00;        49,94;        94,90;        94,90;        44,96
Classif:10.053;PET                 ;     0,00;    10,000;        0,00;        49,94;        94,90;        94,90;        44,96
