Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   456,000;        0,00;     2.054,37;     3.948,30;     3.948,30;     1.893,93
Classif:10.049;UTENSILIOS          ;     0,00;   541,000;        0,00;     3.238,34;     6.205,25;     6.205,25;     2.966,91
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    28,000;        0,00;       122,36;       227,72;       227,72;       105,36
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     2,000;        0,00;       217,55;       379,98;       379,98;       162,43
10.050.066;UTILIDADES/FILTROS            ;     0,00;     2,000;        0,00;        13,30;        23,98;        23,98;        10,68
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     9,000;        0,00;        30,82;       120,41;       120,41;        89,59
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   243,000;        0,00;     1.691,60;     3.165,63;     3.165,63;     1.474,03
Classif:10.050;UTILIDADES          ;     0,00;   284,000;        0,00;     2.075,63;     3.917,72;     3.917,72;     1.842,09
10.051.   ;VARIEDADES                    ;     0,00;    38,000;        0,00;       538,11;     1.163,62;     1.163,62;       625,51
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    20,000;        0,00;       226,92;       456,80;       456,80;       229,88
10.051.070;VARIEDADES/VIDROS             ;     0,00;   112,000;        0,00;     1.235,67;     2.095,38;     2.095,38;       859,71
Classif:10.051;VARIEDADES          ;     0,00;   170,000;        0,00;     2.000,70;     3.715,80;     3.715,80;     1.715,10
10.053.001;PET/PET                       ;     0,00;     6,000;        0,00;        46,49;        87,94;        87,94;        41,45
Classif:10.053;PET                 ;     0,00;     6,000;        0,00;        46,49;        87,94;        87,94;        41,45
10.054.001;PERFUMARIA/PERFUMARIA         ;     0,00;     5,000;        0,00;         6,80;        14,95;        14,95;         8,15
Classif:10.054;PERFUMARIA          ;     0,00;     5,000;        0,00;         6,80;        14,95;        14,95;         8,15
