Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.024.033;DECORACAO/DECORACAO           ;     0,00;    25,000;        0,00;       438,84;       832,25;       832,25;       393,41
10.024.034;DECORACAO/ESPELHO             ;     0,00;    13,000;        0,00;       782,77;     1.434,87;     1.434,87;       652,10
10.024.035;DECORACAO/MOVEIS              ;     0,00;     5,000;        0,00;       728,61;     1.562,95;     1.562,95;       834,34
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;    15,000;        0,00;        82,86;       167,85;       167,85;        84,99
10.024.037;DECORACAO/QUADROS             ;     0,00;    20,000;        0,00;       296,11;       874,80;       874,80;       578,69
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     1,000;        0,00;         0,54;        20,99;        20,99;        20,45
Classif:10.024;DECORACAO           ;     0,00;    83,000;        0,00;     2.881,91;     5.809,67;     5.809,67;     2.927,76
10.026.042;DIVERSOS/FRETE                ;     0,00;     1,000;        0,00;         0,54;        45,00;        45,00;        44,46
Classif:10.026;DIVERSOS            ;     0,00;     1,000;        0,00;         0,54;        45,00;        45,00;        44,46
10.033.   ;LEDS                          ;     0,00;     1,000;        0,00;         2,99;         7,99;         7,99;         5,00
10.033.050;LEDS/FERRAMENTA               ;     0,00;    21,000;        0,00;       352,65;       538,29;       538,29;       185,64
10.033.051;LEDS/ILUMINACAO               ;     0,00;    17,000;        0,00;       193,69;       393,03;       393,03;       199,34
10.033.052;LEDS/LED                      ;     0,00;    76,000;        0,00;     1.015,05;     1.964,24;     1.964,24;       949,19
Classif:10.033;LEDS                ;     0,00;   115,000;        0,00;     1.564,38;     2.903,55;     2.903,55;     1.339,17
10.037.   ;NATAL                         ;     0,00;     1,000;        0,00;        18,88;        35,99;        35,99;        17,11
Classif:10.037;NATAL               ;     0,00;     1,000;        0,00;        18,88;        35,99;        35,99;        17,11
10.040.   ;PAPELARIA                     ;     0,00;     1,000;        0,00;         3,74;         8,99;         8,99;         5,25
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     3,000;        0,00;        27,13;        48,47;        48,47;        21,34
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   778,000;        0,00;     1.765,39;     3.644,99;     3.644,99;     1.879,60
Classif:10.040;PAPELARIA           ;     0,00;   782,000;        0,00;     1.796,26;     3.702,45;     3.702,45;     1.906,19
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    58,000;        0,00;     1.032,03;     2.238,92;     2.238,92;     1.206,89
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   168,000;        0,00;     1.041,08;     2.101,32;     2.101,32;     1.060,24
Classif:10.049;UTENSILIOS          ;     0,00;   226,000;        0,00;     2.073,11;     4.340,24;     4.340,24;     2.267,13
10.050.   ;UTILIDADES                    ;     0,00;     2,000;        0,00;        31,94;        64,98;        64,98;        33,04
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    26,000;        0,00;       221,03;       442,74;       442,74;       221,71
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     4,000;        0,00;        47,17;        98,46;        98,46;        51,29
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;    20,000;        0,00;       279,01;       589,10;       589,10;       310,09
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   241,000;        0,00;     1.531,53;     2.942,79;     2.942,79;     1.411,26
Classif:10.050;UTILIDADES          ;     0,00;   293,000;        0,00;     2.110,68;     4.138,07;     4.138,07;     2.027,39
10.051.   ;VARIEDADES                    ;     0,00;     4,000;        0,00;        50,77;       105,96;       105,96;        55,19
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    26,000;        0,00;       203,06;       381,74;       381,74;       178,68
10.051.070;VARIEDADES/VIDROS             ;     0,00;   163,000;        0,00;     1.888,20;     3.358,37;     3.358,37;     1.470,17
Classif:10.051;VARIEDADES          ;     0,00;   193,000;        0,00;     2.142,03;     3.846,07;     3.846,07;     1.704,04
10.053.001;PET/PET                       ;     0,00;     9,000;        0,00;        39,50;        74,41;        74,41;        34,91
Classif:10.053;PET                 ;     0,00;     9,000;        0,00;        39,50;        74,41;        74,41;        34,91
