Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.033.050;LEDS/FERRAMENTA               ;     0,00;    15,000;        0,00;        74,28;       156,90;       156,90;        82,62
10.033.051;LEDS/ILUMINACAO               ;     0,00;    17,000;        0,00;        95,72;       220,83;       220,83;       125,11
10.033.052;LEDS/LED                      ;     0,00;    30,000;        0,00;       269,94;       561,40;       561,40;       291,46
10.033.053;LEDS/LUSTRES                  ;     0,00;     1,000;        0,00;         9,00;        19,99;        19,99;        10,99
Classif:10.033;LEDS                ;     0,00;    64,000;        0,00;       451,93;       967,11;       967,11;       515,18
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     3,000;        0,00;         0,00;         3,20;         3,20;         3,20
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   189,500;        0,00;     2.500,86;     2.077,86;     2.077,86;      -423,00
Classif:10.040;PAPELARIA           ;     0,00;   192,500;        0,00;     2.500,86;     2.081,06;     2.081,06;      -419,80
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    47,000;        0,00;       715,37;     1.495,53;     1.495,53;       780,16
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   138,000;        0,00;       859,83;     1.677,12;     1.677,12;       817,29
Classif:10.049;UTENSILIOS          ;     0,00;   185,000;        0,00;     1.575,20;     3.172,65;     3.172,65;     1.597,45
10.050.   ;UTILIDADES                    ;     0,00;     1,000;        0,00;        22,83;        42,99;        42,99;        20,16
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    22,000;        0,00;       235,68;       431,78;       431,78;       196,10
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     1,000;        0,00;         5,06;         9,99;         9,99;         4,93
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     5,000;        0,00;        67,05;       135,45;       135,45;        68,40
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   149,000;        0,00;       984,96;     1.924,01;     1.924,01;       939,05
Classif:10.050;UTILIDADES          ;     0,00;   178,000;        0,00;     1.315,58;     2.544,22;     2.544,22;     1.228,64
10.051.   ;VARIEDADES                    ;     0,00;    23,000;        0,00;        69,26;       147,77;       147,77;        78,51
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     5,000;        0,00;       105,46;       198,95;       198,95;        93,49
10.051.070;VARIEDADES/VIDROS             ;     0,00;    82,000;        0,00;     1.203,97;     1.723,68;     1.723,68;       519,71
Classif:10.051;VARIEDADES          ;     0,00;   110,000;        0,00;     1.378,69;     2.070,40;     2.070,40;       691,71
