Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   102,000;        0,00;       645,42;     1.342,48;     1.342,48;       697,06
Classif:10.049;UTENSILIOS          ;     0,00;   139,000;        0,00;     1.131,86;     2.259,11;     2.259,11;     1.127,25
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    12,000;        0,00;       147,27;       288,88;       288,88;       141,61
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     2,000;        0,00;        19,05;        36,98;        36,98;        17,93
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   168,000;        0,00;     1.152,52;     2.208,32;     2.208,32;     1.055,80
Classif:10.050;UTILIDADES          ;     0,00;   182,000;        0,00;     1.318,84;     2.534,18;     2.534,18;     1.215,34
10.051.   ;VARIEDADES                    ;     0,00;     8,000;        0,00;        51,83;       105,92;       105,92;        54,09
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     2,000;        0,00;        22,87;        44,98;        44,98;        22,11
10.051.070;VARIEDADES/VIDROS             ;     0,00;    88,000;        0,00;       670,50;     1.334,86;     1.334,86;       664,36
Classif:10.051;VARIEDADES          ;     0,00;    98,000;        0,00;       745,20;     1.485,76;     1.485,76;       740,56
