Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.024.032;DECORACAO/BAZAR               ;     0,00;     2,000;        0,00;       273,93;       492,98;       492,98;       219,05
10.024.033;DECORACAO/DECORACAO           ;     0,00;    14,000;        0,00;       207,76;       414,36;       414,36;       206,60
10.024.034;DECORACAO/ESPELHO             ;     0,00;     7,000;        0,00;       440,13;       858,93;       858,93;       418,80
10.024.035;DECORACAO/MOVEIS              ;     0,00;     3,000;        0,00;       283,02;       491,97;       491,97;       208,95
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     7,000;        0,00;        37,60;        75,93;        75,93;        38,33
10.024.037;DECORACAO/QUADROS             ;     0,00;     3,000;        0,00;         8,30;        19,47;        19,47;        11,17
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     2,500;        0,00;         1,35;        43,47;        43,47;        42,12
Classif:10.024;DECORACAO           ;     0,00;    38,500;        0,00;     1.252,09;     2.397,11;     2.397,11;     1.145,02
10.030.047;ESTACIONAMENTO/ESTACIONAMENTO ;     0,00;     4,000;        0,00;         4,00;        23,00;        23,00;        19,00
Classif:10.030;ESTACIONAMENTO      ;     0,00;     4,000;        0,00;         4,00;        23,00;        23,00;        19,00
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     1,000;        0,00;        15,82;        29,99;        29,99;        14,17
10.033.050;LEDS/FERRAMENTA               ;     0,00;     7,000;        0,00;        63,45;       124,43;       124,43;        60,98
10.033.051;LEDS/ILUMINACAO               ;     0,00;    10,000;        0,00;        53,60;       123,90;       123,90;        70,30
10.033.052;LEDS/LED                      ;     0,00;    10,000;        0,00;       141,56;       263,40;       263,40;       121,84
Classif:10.033;LEDS                ;     0,00;    28,000;        0,00;       274,43;       541,72;       541,72;       267,29
10.037.   ;NATAL                         ;     0,00;     1,000;        0,00;        18,88;        37,99;        37,99;        19,11
Classif:10.037;NATAL               ;     0,00;     1,000;        0,00;        18,88;        37,99;        37,99;        19,11
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     7,000;        0,00;         1,94;         8,94;         8,94;         7,00
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   104,500;        0,00;       260,92;       818,88;       818,88;       557,96
Classif:10.040;PAPELARIA           ;     0,00;   111,500;        0,00;       262,86;       827,82;       827,82;       564,96
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    20,000;        0,00;       250,09;       490,20;       490,20;       240,11
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;    71,000;        0,00;       467,32;       897,34;       897,34;       430,02
Classif:10.049;UTENSILIOS          ;     0,00;    91,000;        0,00;       717,41;     1.387,54;     1.387,54;       670,13
10.050.   ;UTILIDADES                    ;     0,00;     1,000;        0,00;         8,10;        15,99;        15,99;         7,89
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    19,000;        0,00;       130,68;       271,81;       271,81;       141,13
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     4,000;        0,00;        23,40;        74,96;        74,96;        51,56
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   134,000;        0,00;       740,02;     1.511,51;     1.511,51;       771,49
Classif:10.050;UTILIDADES          ;     0,00;   158,000;        0,00;       902,20;     1.874,27;     1.874,27;       972,07
10.051.   ;VARIEDADES                    ;     0,00;     8,000;        0,00;       117,08;       235,92;       235,92;       118,84
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     6,000;        0,00;        54,16;       107,94;       107,94;        53,78
10.051.070;VARIEDADES/VIDROS             ;     0,00;    70,000;        0,00;       590,66;     1.206,81;     1.206,81;       616,15
Classif:10.051;VARIEDADES          ;     0,00;    84,000;        0,00;       761,90;     1.550,67;     1.550,67;       788,77
