Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    48,000;        0,00;       801,49;     1.392,52;     1.392,52;       591,03
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   113,000;        0,00;       669,69;     1.249,37;     1.249,37;       579,68
Classif:10.049;UTENSILIOS          ;     0,00;   163,000;        0,00;     1.478,62;     2.654,87;     2.654,87;     1.176,25
10.050.   ;UTILIDADES                    ;     0,00;     2,000;        0,00;        31,94;        63,98;        63,98;        32,04
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    14,000;        0,00;       106,00;       191,46;       191,46;        85,46
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     1,000;        0,00;         5,06;         9,49;         9,49;         4,43
10.050.066;UTILIDADES/FILTROS            ;     0,00;     1,000;        0,00;         7,50;        13,99;        13,99;         6,49
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     7,000;        0,00;       132,74;       238,43;       238,43;       105,69
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   199,000;        0,00;     1.738,25;     3.025,60;     3.025,60;     1.287,35
Classif:10.050;UTILIDADES          ;     0,00;   224,000;        0,00;     2.021,49;     3.542,95;     3.542,95;     1.521,46
10.051.   ;VARIEDADES                    ;     0,00;     4,000;        0,00;        36,08;        75,96;        75,96;        39,88
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     5,000;        0,00;        42,83;        77,95;        77,95;        35,12
10.051.070;VARIEDADES/VIDROS             ;     0,00;    88,000;        0,00;       972,89;     1.673,41;     1.673,41;       700,52
Classif:10.051;VARIEDADES          ;     0,00;    97,000;        0,00;     1.051,80;     1.827,32;     1.827,32;       775,52
