Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;     9,000;        0,00;        52,93;       101,41;       101,41;        48,48
10.050.066;UTILIDADES/FILTROS            ;     0,00;     1,000;        0,00;         1,52;         4,99;         4,99;         3,47
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     5,000;        0,00;        92,14;       176,45;       176,45;        84,31
10.050.068;UTILIDADES/UTILIDADES         ;   540,00;   121,000;    5.416,20;       863,76;     1.606,79;    -3.809,41;       743,03
Classif:10.050;UTILIDADES          ;   540,00;   138,000;    5.416,20;     1.026,55;     1.919,62;    -3.496,58;       893,07
10.051.   ;VARIEDADES                    ;   130,00;     4,000;    1.303,90;        11,40;        23,96;    -1.279,94;        12,56
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    12,000;        0,00;       118,13;       228,88;       228,88;       110,75
10.051.070;VARIEDADES/VIDROS             ;     0,00;    73,000;        0,00;       665,62;     1.290,77;     1.290,77;       625,15
Classif:10.051;VARIEDADES          ;   130,00;    89,000;    1.303,90;       795,15;     1.543,61;       239,71;       748,46
10.053.001;PET/PET                       ;     0,00;     1,000;        0,00;        11,64;        21,99;        21,99;        10,35
Classif:10.053;PET                 ;     0,00;     1,000;        0,00;        11,64;        21,99;        21,99;        10,35
