Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.026.040;DIVERSOS/DIVERSOS             ;     0,00;     3,000;        0,00;        23,43;        95,97;        95,97;        72,54
Classif:10.026;DIVERSOS            ;     0,00;     3,000;        0,00;        23,43;        95,97;        95,97;        72,54
10.033.   ;LEDS                          ;     0,00;     5,000;        0,00;        14,95;        38,79;        38,79;        23,84
10.033.050;LEDS/FERRAMENTA               ;     0,00;    35,000;        0,00;       124,41;       266,36;       266,36;       141,95
10.033.051;LEDS/ILUMINACAO               ;     0,00;    35,000;        0,00;       285,20;       673,07;       673,07;       387,87
10.033.052;LEDS/LED                      ;     0,00;    53,000;        0,00;       538,03;     1.127,05;     1.127,05;       589,02
Classif:10.033;LEDS                ;     0,00;   128,000;        0,00;       962,59;     2.105,27;     2.105,27;     1.142,68
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     3,000;        0,00;         5,46;        41,97;        41,97;        36,51
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   414,900;        0,00;     2.695,38;     2.158,41;     2.158,41;      -536,97
10.040.058;PAPELARIA/TOALHA P/METRO      ;     0,00;     1,400;        0,00;         0,76;        29,39;        29,39;        28,63
Classif:10.040;PAPELARIA           ;     0,00;   419,300;        0,00;     2.701,60;     2.229,77;     2.229,77;      -471,83
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    20,000;        0,00;       241,16;       460,80;       460,80;       219,64
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;    45,000;        0,00;       413,22;       856,05;       856,05;       442,83
Classif:10.049;UTENSILIOS          ;     0,00;    65,000;        0,00;       654,38;     1.316,85;     1.316,85;       662,47
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    26,000;        0,00;       150,22;       288,24;       288,24;       138,02
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     3,000;        0,00;       194,86;       348,47;       348,47;       153,61
10.050.066;UTILIDADES/FILTROS            ;     0,00;     3,000;        0,00;        79,76;       157,97;       157,97;        78,21
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     7,000;        0,00;       108,58;       224,93;       224,93;       116,35
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   124,000;        0,00;     1.074,37;     1.956,61;     1.956,61;       882,24
Classif:10.050;UTILIDADES          ;     0,00;   163,000;        0,00;     1.607,79;     2.976,22;     2.976,22;     1.368,43
10.051.   ;VARIEDADES                    ;     0,00;     9,000;        0,00;        42,81;        89,91;        89,91;        47,10
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     8,000;        0,00;        74,99;       141,92;       141,92;        66,93
10.051.070;VARIEDADES/VIDROS             ;     0,00;    97,000;        0,00;       926,55;     1.772,30;     1.772,30;       845,75
Classif:10.051;VARIEDADES          ;     0,00;   114,000;        0,00;     1.044,35;     2.004,13;     2.004,13;       959,78
10.053.001;PET/PET                       ;     0,00;     4,000;        0,00;        30,79;        58,96;        58,96;        28,17
Classif:10.053;PET                 ;     0,00;     4,000;        0,00;        30,79;        58,96;        58,96;        28,17
