Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
Classif:10.033;LEDS                ;     0,00;    84,000;        0,00;       697,57;     1.458,16;     1.458,16;       760,59
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     1,000;        0,00;         1,94;         3,49;         3,49;         1,55
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   468,500;        0,00;       958,76;     2.199,23;     2.199,23;     1.240,47
Classif:10.040;PAPELARIA           ;     0,00;   469,500;        0,00;       960,70;     2.202,72;     2.202,72;     1.242,02
10.049.   ;UTENSILIOS                    ;     0,00;     1,000;        0,00;       112,85;       114,99;       114,99;         2,14
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    37,000;        0,00;       429,01;       761,63;       761,63;       332,62
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   131,000;        0,00;       889,60;     1.717,69;     1.717,69;       828,09
Classif:10.049;UTENSILIOS          ;     0,00;   169,000;        0,00;     1.431,46;     2.594,31;     2.594,31;     1.162,85
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    18,000;        0,00;       219,65;       410,32;       410,32;       190,67
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     4,000;        0,00;        20,24;        37,96;        37,96;        17,72
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;    10,000;        0,00;       111,83;       403,90;       403,90;       292,07
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   172,000;        0,00;     1.326,37;     2.439,28;     2.439,28;     1.112,91
Classif:10.050;UTILIDADES          ;     0,00;   204,000;        0,00;     1.678,09;     3.291,46;     3.291,46;     1.613,37
10.051.   ;VARIEDADES                    ;     0,00;     5,000;        0,00;         4,85;         9,95;         9,95;         5,10
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     7,000;        0,00;        55,02;       133,93;       133,93;        78,91
10.051.070;VARIEDADES/VIDROS             ;     0,00;    99,000;        0,00;       988,76;     1.933,01;     1.933,01;       944,25
Classif:10.051;VARIEDADES          ;     0,00;   111,000;        0,00;     1.048,63;     2.076,89;     2.076,89;     1.028,26
10.053.001;PET/PET                       ;     0,00;     2,000;        0,00;         8,25;        15,98;        15,98;         7,73
Classif:10.053;PET                 ;     0,00;     2,000;        0,00;         8,25;        15,98;        15,98;         7,73
