Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.024.037;DECORACAO/QUADROS             ;     0,00;     9,000;        0,00;       163,11;       310,41;       310,41;       147,30
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     3,000;        0,00;         1,62;        44,97;        44,97;        43,35
Classif:10.024;DECORACAO           ;     0,00;   140,000;        0,00;     3.243,81;     6.764,13;     6.764,13;     3.520,32
10.026.040;DIVERSOS/DIVERSOS             ;     0,00;     4,000;        0,00;        87,54;       240,96;       240,96;       153,42
10.026.042;DIVERSOS/FRETE                ;     0,00;     1,000;        0,00;         0,54;        25,00;        25,00;        24,46
Classif:10.026;DIVERSOS            ;     0,00;     5,000;        0,00;        88,08;       265,96;       265,96;       177,88
10.032.048;KITS/KITES                    ;     0,00;     1,000;        0,00;         0,00;        17,99;        17,99;        17,99
Classif:10.032;KITS                ;     0,00;     1,000;        0,00;         0,00;        17,99;        17,99;        17,99
10.033.   ;LEDS                          ;     0,00;     1,000;        0,00;         3,52;         7,99;         7,99;         4,47
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     3,000;        0,00;        24,07;        67,97;        67,97;        43,90
10.033.050;LEDS/FERRAMENTA               ;     0,00;    56,000;        0,00;       289,29;       591,44;       591,44;       302,15
10.033.051;LEDS/ILUMINACAO               ;     0,00;    42,000;        0,00;       276,39;       668,28;       668,28;       391,89
10.033.052;LEDS/LED                      ;     0,00;    62,000;        0,00;       752,28;     1.536,52;     1.536,52;       784,24
Classif:10.033;LEDS                ;     0,00;   164,000;        0,00;     1.345,55;     2.872,20;     2.872,20;     1.526,65
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   542,000;        0,00;     1.380,95;     3.210,50;     3.210,50;     1.829,55
10.040.058;PAPELARIA/TOALHA P/METRO      ;     0,00;     1,500;        0,00;         0,81;        31,48;        31,48;        30,67
Classif:10.040;PAPELARIA           ;     0,00;   543,500;        0,00;     1.381,76;     3.241,98;     3.241,98;     1.860,22
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    57,000;        0,00;       579,03;     1.191,93;     1.191,93;       612,90
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   137,000;        0,00;     1.086,00;     2.123,63;     2.123,63;     1.037,63
Classif:10.049;UTENSILIOS          ;     0,00;   194,000;        0,00;     1.665,03;     3.315,56;     3.315,56;     1.650,53
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    54,000;        0,00;       300,88;       576,96;       576,96;       276,08
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     5,000;        0,00;        25,30;        47,45;        47,45;        22,15
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     6,000;        0,00;        94,70;       180,94;       180,94;        86,24
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   206,000;        0,00;     1.584,23;     2.991,39;     2.991,39;     1.407,16
Classif:10.050;UTILIDADES          ;     0,00;   271,000;        0,00;     2.005,11;     3.796,74;     3.796,74;     1.791,63
10.051.   ;VARIEDADES                    ;     0,00;     4,000;        0,00;        42,97;        89,96;        89,96;        46,99
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    13,000;        0,00;       117,93;       216,37;       216,37;        98,44
10.051.070;VARIEDADES/VIDROS             ;     0,00;   152,000;        0,00;     1.521,01;     2.450,90;     2.450,90;       929,89
Classif:10.051;VARIEDADES          ;     0,00;   169,000;        0,00;     1.681,91;     2.757,23;     2.757,23;     1.075,32
10.053.001;PET/PET                       ;     0,00;     5,000;        0,00;        27,89;        52,95;        52,95;        25,06
Classif:10.053;PET                 ;     0,00;     5,000;        0,00;        27,89;        52,95;        52,95;        25,06
