Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;    10,000;        0,00;       185,40;       341,90;       341,90;       156,50
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   139,000;        0,00;       958,94;     1.823,66;     1.823,66;       864,72
Classif:10.050;UTILIDADES          ;     0,00;   185,000;        0,00;     1.603,02;     3.042,70;     3.042,70;     1.439,68
10.051.   ;VARIEDADES                    ;     0,00;     5,000;        0,00;         4,85;         9,95;         9,95;         5,10
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     9,000;        0,00;        96,83;       148,91;       148,91;        52,08
10.051.070;VARIEDADES/VIDROS             ;     0,00;   117,000;        0,00;     1.854,17;     2.380,23;     2.380,23;       526,06
Classif:10.051;VARIEDADES          ;     0,00;   131,000;        0,00;     1.955,85;     2.539,09;     2.539,09;       583,24
10.053.001;PET/PET                       ;     0,00;     8,000;        0,00;        51,49;        95,92;        95,92;        44,43
Classif:10.053;PET                 ;     0,00;     8,000;        0,00;        51,49;        95,92;        95,92;        44,43
