Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
Classif:10.040;PAPELARIA           ;    90,00;   223,850;      584,10;       814,70;     1.667,04;     1.082,94;       852,34
10.044.060;QUIOSQUE/SORVETE              ;     0,00;    83,000;        0,00;         0,00;       468,39;       468,39;       468,39
Classif:10.044;QUIOSQUE            ;     0,00;    83,000;        0,00;         0,00;       468,39;       468,39;       468,39
10.049.   ;UTENSILIOS                    ;     0,00;     1,000;        0,00;       112,85;       104,64;       104,64;        -8,21
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    44,000;        0,00;       711,52;     1.031,56;     1.031,56;       320,04
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   102,000;        0,00;       550,37;     1.365,35;     1.365,35;       814,98
Classif:10.049;UTENSILIOS          ;     0,00;   147,000;        0,00;     1.374,74;     2.501,55;     2.501,55;     1.126,81
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    22,000;        0,00;       176,76;       342,28;       342,28;       165,52
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     4,000;        0,00;       388,98;       711,83;       711,83;       322,85
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     5,000;        0,00;        51,32;        92,95;        92,95;        41,63
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   159,000;        0,00;     1.175,13;     2.222,55;     2.222,55;     1.047,42
Classif:10.050;UTILIDADES          ;     0,00;   190,000;        0,00;     1.792,19;     3.369,61;     3.369,61;     1.577,42
10.051.   ;VARIEDADES                    ;     0,00;     4,000;        0,00;        46,23;        95,96;        95,96;        49,73
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     8,000;        0,00;        89,48;       162,22;       162,22;        72,74
10.051.070;VARIEDADES/VIDROS             ;     0,00;   101,000;        0,00;       876,56;     1.720,94;     1.720,94;       844,38
Classif:10.051;VARIEDADES          ;     0,00;   113,000;        0,00;     1.012,27;     1.979,12;     1.979,12;       966,85
10.053.001;PET/PET                       ;     0,00;     7,000;        0,00;        43,55;        80,93;        80,93;        37,38
Classif:10.053;PET                 ;     0,00;     7,000;        0,00;        43,55;        80,93;        80,93;        37,38
