Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;   147,000;        0,00;        88,79;       674,16;       674,16;       585,37
Classif:10.023;CONVENIENCIA        ;   313,00;   568,000;      588,98;       860,57;     2.589,37;     2.000,39;     1.728,80
10.024.   ;DECORACAO                     ;     0,00;     1,000;        0,00;        12,38;        23,99;        23,99;        11,61
10.024.032;DECORACAO/BAZAR               ;     0,00;    12,000;        0,00;       374,90;     1.171,38;     1.171,38;       796,48
10.024.033;DECORACAO/DECORACAO           ;     0,00;    71,000;        0,00;     1.419,29;     2.623,82;     2.623,82;     1.204,53
10.024.034;DECORACAO/ESPELHO             ;     0,00;     6,000;        0,00;       265,83;       504,94;       504,94;       239,11
10.024.035;DECORACAO/MOVEIS              ;     0,00;     4,000;        0,00;        80,60;       271,96;       271,96;       191,36
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;    14,000;        0,00;        56,36;       106,81;       106,81;        50,45
10.024.037;DECORACAO/QUADROS             ;     0,00;    12,000;        0,00;       210,87;       420,78;       420,78;       209,91
Classif:10.024;DECORACAO           ;     0,00;   120,000;        0,00;     2.420,23;     5.123,68;     5.123,68;     2.703,45
10.026.040;DIVERSOS/DIVERSOS             ;     0,00;     9,000;        0,00;        54,71;        98,56;        98,56;        43,85
Classif:10.026;DIVERSOS            ;     0,00;     9,000;        0,00;        54,71;        98,56;        98,56;        43,85
10.032.048;KITS/KITES                    ;     0,00;     1,000;        0,00;         0,00;        19,99;        19,99;        19,99
Classif:10.032;KITS                ;     0,00;     1,000;        0,00;         0,00;        19,99;        19,99;        19,99
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     3,800;        0,00;        37,92;        59,96;        59,96;        22,04
10.033.050;LEDS/FERRAMENTA               ;     0,00;    37,000;        0,00;       226,24;       420,13;       420,13;       193,89
10.033.051;LEDS/ILUMINACAO               ;     0,00;    20,000;        0,00;       146,99;       387,23;       387,23;       240,24
10.033.052;LEDS/LED                      ;     0,00;    45,000;        0,00;       552,98;     1.196,28;     1.196,28;       643,30
Classif:10.033;LEDS                ;     0,00;   105,800;        0,00;       964,13;     2.063,60;     2.063,60;     1.099,47
10.037.054;NATAL/NATAL                   ;     0,00;     1,000;        0,00;         0,54;         9,99;         9,99;         9,45
Classif:10.037;NATAL               ;     0,00;     1,000;        0,00;         0,54;         9,99;         9,99;         9,45
10.040.   ;PAPELARIA                     ;     0,00;     2,000;        0,00;         3,26;         4,86;         4,86;         1,60
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     1,000;        0,00;         5,20;         9,49;         9,49;         4,29
10.040.056;PAPELARIA/FESTA               ;     0,00;     2,000;        0,00;         4,40;        10,98;        10,98;         6,58
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   736,200;        0,00;     2.832,37;     4.731,85;     4.731,85;     1.899,48
Classif:10.040;PAPELARIA           ;     0,00;   741,200;        0,00;     2.845,23;     4.757,18;     4.757,18;     1.911,95
10.044.060;QUIOSQUE/SORVETE              ;     0,00;   202,000;        0,00;         0,00;     1.124,86;     1.124,86;     1.124,86
Classif:10.044;QUIOSQUE            ;     0,00;   202,000;        0,00;         0,00;     1.124,86;     1.124,86;     1.124,86
10.049.061;UTENSILIOS/ARAMADOS           ;     0,00;     1,000;        0,00;        31,50;        52,43;        52,43;        20,93
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    89,000;        0,00;     1.381,61;     2.603,80;     2.603,80;     1.222,19
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   184,000;        0,00;     1.682,96;     3.294,68;     3.294,68;     1.611,72
Classif:10.049;UTENSILIOS          ;     0,00;   274,000;        0,00;     3.096,07;     5.950,91;     5.950,91;     2.854,84
10.050.   ;UTILIDADES                    ;     0,00;     1,000;        0,00;        28,78;        54,99;        54,99;        26,21
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    44,000;        0,00;       214,62;       426,14;       426,14;       211,52
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     5,000;        0,00;       519,26;       886,93;       886,93;       367,67
10.050.066;UTILIDADES/FILTROS            ;     0,00;     1,000;        0,00;        22,85;        43,99;        43,99;        21,14
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;    11,000;        0,00;       131,94;       294,89;       294,89;       162,95
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   340,000;        0,00;     2.072,10;     3.971,90;     3.971,90;     1.899,80
Classif:10.050;UTILIDADES          ;     0,00;   402,000;        0,00;     2.989,55;     5.678,84;     5.678,84;     2.689,29
10.051.   ;VARIEDADES                    ;     0,00;    16,000;        0,00;       156,56;       326,44;       326,44;       169,88
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    14,000;        0,00;       162,52;       324,86;       324,86;       162,34
10.051.070;VARIEDADES/VIDROS             ;     0,00;   254,000;        0,00;     2.698,41;     5.284,93;     5.284,93;     2.586,52
Classif:10.051;VARIEDADES          ;     0,00;   284,000;        0,00;     3.017,49;     5.936,23;     5.936,23;     2.918,74
10.053.001;PET/PET                       ;     0,00;     6,000;        0,00;        26,83;        48,94;        48,94;        22,11
Classif:10.053;PET                 ;     0,00;     6,000;        0,00;        26,83;        48,94;        48,94;        22,11
