Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
Classif:10.023;CONVENIENCIA        ;     0,00;   195,000;        0,00;       434,99;       829,77;       829,77;       394,78
10.024.032;DECORACAO/BAZAR               ;     0,00;    11,000;        0,00;       691,26;     1.432,93;     1.432,93;       741,67
10.024.033;DECORACAO/DECORACAO           ;     0,00;    30,000;        0,00;       586,63;     1.121,61;     1.121,61;       534,98
10.024.034;DECORACAO/ESPELHO             ;     0,00;    10,000;        0,00;       193,75;       372,84;       372,84;       179,09
10.024.035;DECORACAO/MOVEIS              ;     0,00;     2,000;        0,00;       295,64;       487,98;       487,98;       192,34
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     2,000;        0,00;         8,05;        15,48;        15,48;         7,43
10.024.037;DECORACAO/QUADROS             ;     0,00;    15,000;        0,00;       475,43;       855,81;       855,81;       380,38
Classif:10.024;DECORACAO           ;     0,00;    70,000;        0,00;     2.250,76;     4.286,65;     4.286,65;     2.035,89
10.026.040;DIVERSOS/DIVERSOS             ;     0,00;     4,000;        0,00;        12,37;        57,96;        57,96;        45,59
10.026.042;DIVERSOS/FRETE                ;     0,00;     1,000;        0,00;         0,54;        25,00;        25,00;        24,46
Classif:10.026;DIVERSOS            ;     0,00;     5,000;        0,00;        12,91;        82,96;        82,96;        70,05
10.033.   ;LEDS                          ;     0,00;     1,000;        0,00;         2,99;         7,99;         7,99;         5,00
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     2,000;        0,00;        25,99;        39,97;        39,97;        13,98
10.033.050;LEDS/FERRAMENTA               ;     0,00;    25,000;        0,00;       105,13;       209,00;       209,00;       103,87
10.033.051;LEDS/ILUMINACAO               ;     0,00;    10,000;        0,00;        55,87;       146,90;       146,90;        91,03
10.033.052;LEDS/LED                      ;     0,00;    19,000;        0,00;       349,47;       694,98;       694,98;       345,51
Classif:10.033;LEDS                ;     0,00;    57,000;        0,00;       539,45;     1.098,84;     1.098,84;       559,39
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     6,000;        0,00;         6,10;        10,36;        10,36;         4,26
10.040.056;PAPELARIA/FESTA               ;     0,00;     2,000;        0,00;         4,06;         7,98;         7,98;         3,92
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   293,700;        0,00;       842,51;     1.799,85;     1.799,85;       957,34
Classif:10.040;PAPELARIA           ;     0,00;   301,700;        0,00;       852,67;     1.818,19;     1.818,19;       965,52
10.044.060;QUIOSQUE/SORVETE              ;     0,00;    61,000;        0,00;         0,00;       339,15;       339,15;       339,15
Classif:10.044;QUIOSQUE            ;     0,00;    61,000;        0,00;         0,00;       339,15;       339,15;       339,15
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    50,000;        0,00;       805,91;     1.347,18;     1.347,18;       541,27
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   109,000;        0,00;       744,53;     1.478,17;     1.478,17;       733,64
Classif:10.049;UTENSILIOS          ;     0,00;   159,000;        0,00;     1.550,44;     2.825,35;     2.825,35;     1.274,91
10.050.   ;UTILIDADES                    ;     0,00;     1,000;        0,00;         8,10;        14,99;        14,99;         6,89
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    15,000;        0,00;       111,52;       240,35;       240,35;       128,83
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     1,000;        0,00;        58,90;       109,99;       109,99;        51,09
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     5,000;        0,00;        51,58;        87,95;        87,95;        36,37
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   239,000;        0,00;     1.477,89;     2.702,34;     2.702,34;     1.224,45
Classif:10.050;UTILIDADES          ;     0,00;   261,000;        0,00;     1.707,99;     3.155,62;     3.155,62;     1.447,63
10.051.   ;VARIEDADES                    ;     0,00;     3,000;        0,00;        46,34;        96,97;        96,97;        50,63
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     8,000;        0,00;       106,89;       198,92;       198,92;        92,03
10.051.070;VARIEDADES/VIDROS             ;     0,00;   117,000;        0,00;       931,89;     1.596,53;     1.596,53;       664,64
Classif:10.051;VARIEDADES          ;     0,00;   128,000;        0,00;     1.085,12;     1.892,42;     1.892,42;       807,30
10.053.001;PET/PET                       ;     0,00;     5,000;        0,00;        27,01;        51,95;        51,95;        24,94
Classif:10.053;PET                 ;     0,00;     5,000;        0,00;        27,01;        51,95;        51,95;        24,94
