Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
10.026.043;DIVERSOS/LOJA                 ;     0,00;     1,000;        0,00;         0,00;         4,49;         4,49;         4,49
Classif:10.026;DIVERSOS            ;     0,00;     3,000;        0,00;        11,25;        25,47;        25,47;        14,22
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     2,500;        0,00;        19,46;        35,97;        35,97;        16,51
10.033.050;LEDS/FERRAMENTA               ;     0,00;    24,000;        0,00;       106,58;       238,76;       238,76;       132,18
10.033.051;LEDS/ILUMINACAO               ;     0,00;    12,000;        0,00;        97,13;       254,38;       254,38;       157,25
10.033.052;LEDS/LED                      ;     0,00;    24,000;        0,00;       311,12;       614,77;       614,77;       303,65
Classif:10.033;LEDS                ;     0,00;    62,500;        0,00;       534,29;     1.143,88;     1.143,88;       609,59
10.040.   ;PAPELARIA                     ;     0,00;     5,000;        0,00;        69,26;        22,45;        22,45;       -46,81
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     9,000;        0,00;        13,00;        27,48;        27,48;        14,48
10.040.056;PAPELARIA/FESTA               ;     0,00;     1,000;        0,00;         1,06;         1,99;         1,99;         0,93
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   259,000;        0,00;     1.019,41;     2.048,09;     2.048,09;     1.028,68
Classif:10.040;PAPELARIA           ;     0,00;   274,000;        0,00;     1.102,73;     2.100,01;     2.100,01;       997,28
10.044.060;QUIOSQUE/SORVETE              ;     0,00;    71,000;        0,00;         0,00;       404,85;       404,85;       404,85
Classif:10.044;QUIOSQUE            ;     0,00;    71,000;        0,00;         0,00;       404,85;       404,85;       404,85
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    62,000;        0,00;       919,93;     1.632,88;     1.632,88;       712,95
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   123,000;        0,00;     1.075,93;     2.148,27;     2.148,27;     1.072,34
Classif:10.049;UTENSILIOS          ;     0,00;   185,000;        0,00;     1.995,86;     3.781,15;     3.781,15;     1.785,29
10.050.   ;UTILIDADES                    ;     0,00;     2,000;        0,00;        16,20;        29,98;        29,98;        13,78
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    22,000;        0,00;        71,31;       144,78;       144,78;        73,47
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     3,000;        0,00;       278,50;       514,97;       514,97;       236,47
10.050.066;UTILIDADES/FILTROS            ;     0,00;     3,000;        0,00;        20,80;        38,97;        38,97;        18,17
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     2,000;        0,00;        28,10;        51,98;        51,98;        23,88
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   220,000;        0,00;     1.299,79;     2.544,42;     2.544,42;     1.244,63
Classif:10.050;UTILIDADES          ;     0,00;   252,000;        0,00;     1.714,70;     3.325,10;     3.325,10;     1.610,40
10.051.   ;VARIEDADES                    ;     0,00;     6,000;        0,00;        43,31;        78,94;        78,94;        35,63
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    11,000;        0,00;       127,53;       233,39;       233,39;       105,86
10.051.070;VARIEDADES/VIDROS             ;     0,00;   119,000;        0,00;       799,09;     1.587,81;     1.587,81;       788,72
Classif:10.051;VARIEDADES          ;     0,00;   136,000;        0,00;       969,93;     1.900,14;     1.900,14;       930,21
